PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
5301,C01DA,Dinitrato de isossorbida,Isosorbide dinitrat,outros,outros
5302,C01DA,Dinitrato de isossorbida,Isosorbide dinitrato,outros,outros
5303,C01DA,Glyceryl trinitrate,Nitroglicerin,outros,outros
5304,C01DA,Isosorbide dinitrate,Dinatrato de isossorbida,outros,outros
5305,C01DA,Isosorbide dinitrate,Dinitrato de isossorbida,outros,outros
5306,C01DA,Isosorbide dinitrate,Isocord,outros,outros
5307,C01DA,Isosorbide dinitrate,Isordil,outros,outros
5308,C01DA,Isosorbide dinitrate,Isosorb dinitrate,outros,outros
5309,C01DA,Isosorbide dinitrate,Isosorbida,outros,outros
5310,C01DA,Isosorbide dinitrate,Isosorbida dinitrato,outros,outros
5311,C01DA,Isosorbide mononitrate,Coronar,outros,outros
5312,C01DA,Isosorbide mononitrate,Isosorbida,outros,outros
5313,C01DA,Isosorbide mononitrate,Isosorbide mononitrate,outros,outros
5314,C01DA,Isosorbide mononitrate,Lfm mononitrato de isossorbida,outros,outros
5315,C01DA,Isosorbide mononitrate,Monocordil,outros,outros
5316,C01DA,Isosorbide mononitrate,Mononitrato de isosorbida,outros,outros
5317,C01DA,Isosorbide mononitrate,Mononitrato de isossorbida,outros,outros
5318,C01DA,Isosorbide mononitrate,Revange,outros,outros
5319,C01DA,Mononitrato de isossorbida,Coronar,outros,outros
5320,C01DA,Mononitrato de isossorbida,Isosorbid,outros,outros
5321,C01DA,Mononitrato de isossorbida,Isosorbide,outros,outros
5322,C01DA,Mononitrato de isossorbida,Isosorbide mononitrate,outros,outros
5323,C01DA,Mononitrato de isossorbida,Monocordil,outros,outros
5324,C01DA,Mononitrato de isossorbida,Mononitrato de isosorbida,outros,outros
5325,C01DA,Mononitrato de isossorbida,Mononitrato de isosorbide,outros,outros
5326,C01DA,Mononitrato de isossorbida,Mononitrato de isossorbida,outros,outros
5327,C01DA,Mononitrato de isossorbida,Monosordil,outros,outros
5328,C01DA,Mononitrato de isossorbida,Revange,outros,outros
5329,C01DA,Nitroglicerina,Nitroglicerin,outros,outros
5330,C01DA,Nitroglicerina,Tridil,outros,outros
5331,C01DA,Propatylnitrate,Dainitre,outros,outros
5332,C01DA,Propatylnitrate,Propatilnitrato,outros,outros
5333,C01DA,Propatylnitrate,Propatylnitrate,outros,outros
5334,C01DA,Propatylnitrate,Sustrate,outros,outros
5335,C01DA_x000D_|C05AE,Dinitrato de isossorbida,Dinitrato de isosorbida,outros,outros
5336,C01DA_x000D_|C05AE,Nitroglicerina,Nitroglicerina,outros,outros
5337,C01DA_x000D_|C05AE,Nitroglicerina,Nitroglycerin,outros,outros
5338,C01DA_x000D_|C05AE,Nitroglicerina,Tridil,outros,outros
5339,C01DA|C05AE,Glyceryl trinitrate,Nitroglicerina,outros,outros
5340,C01DA|C05AE,Glyceryl trinitrate,Tridil,outros,outros
5341,C01DA|C05AE,Isosorbide dinitrate,Dinitrato de isosorbida,outros,outros
5342,C01DA|C05AE,Isosorbide dinitrate,Isosorbide dinitrate,outros,outros
5343,C01DA|C05AE,Nitroglicerina,Nitroglicerina,outros,outros
5344,C01DA|C05AE,Nitroglicerina,Tridil,outros,outros
5345,C01DA|R07AX,Nitric oxide,Nitric oxide,outros,outros
5346,C01DX,Nitroglicerina_x000D_|Phenobarbital,"Glyceryl trinitrate,Phenobarbital",outros,outros
5347,C01DX,Sacubitril,Sacubitril,outros,outros
5348,C01EA,Alprostadil,Alproxy,outros,outros
5349,C01EA,Alprostadil alfaciclodextrina,Prostavasin,outros,outros
5350,C01EA,Alprostadil alfadex,Prostavasin,outros,outros
5351,C01EA,Limaprost alfadex,Limaro,outros,outros
5352,C01EA_x000D_|G04BE,Alprostadil,Prostin vr,outros,outros
5353,C01EA|G04BE,Alprostadil,Prostin vr,outros,outros
5354,C01EB,Adenosina,Adenosina,outros,outros
5355,C01EB,Adenosine,Adenocard,outros,outros
5356,C01EB,Adenosine,Adenosina,outros,outros
5357,C01EB,Adenosine diphosphate,Adenosine diphosphate,outros,outros
5358,C01EB,Adenosine phosphate,Fosfato de adenosina,outros,outros
5359,C01EB,Cloridrato de ivabradina,Ivabradin,outros,outros
5360,C01EB,Cloridrato de ivabradina,Ivabradina,outros,outros
5361,C01EB,Cloridrato de ivabradina,Procoralan,outros,outros
5362,C01EB,Dicloridrato de trimetazidina,Dicloridrato de trimetazidina,outros,outros
5363,C01EB,Dicloridrato de trimetazidina,Neovangy mr,outros,outros
5364,C01EB,Dicloridrato de trimetazidina,Preductal,outros,outros
5365,C01EB,Dicloridrato de trimetazidina,Quicard,outros,outros
5366,C01EB,Dicloridrato de trimetazidina,Trimebet,outros,outros
5367,C01EB,Dicloridrato de trimetazidina,Trimetazidina,outros,outros
5368,C01EB,Dicloridrato de trimetazidina,Vastarel,outros,outros
5369,C01EB,Dicloridrato de trimetazidina,Vastarel lp,outros,outros
5370,C01EB,Dicloridrato de trimetazidina,Vastarel mr,outros,outros
5371,C01EB,Dicloridrato de trimetazidina,Vazidin mr,outros,outros
5372,C01EB,Ivabradine,Ivabradina,outros,outros
5373,C01EB,Ivabradine,Ivabradine,outros,outros
5374,C01EB,Ivabradine,Ivabradinum,outros,outros
5375,C01EB,Ivabradine hydrochloride,Procoralan,outros,outros
5376,C01EB,Mavacamten,Camzyos,outros,outros
5377,C01EB,Mavacamten,Mavacamten,outros,outros
5378,C01EB,Mavacanteno,Camzyos,outros,outros
5379,C01EB,Mavacanteno,Mavacamten,outros,outros
5380,C01EB,Puerarin,Pu run,outros,outros
5381,C01EB,Ranolazine,Riscard,outros,outros
5382,C01EB,Trimetazidine,Vastarel lm,outros,outros
5383,C01EB,Trimetazidine hydrochloride,Neovangy mr,outros,outros
5384,C01EB,Trimetazidine hydrochloride,Novazidine,outros,outros
5385,C01EB,Trimetazidine hydrochloride,Trimetazidina,outros,outros
5386,C01EB,Trimetazidine hydrochloride,Trimetazidina gp,outros,outros
5387,C01EB,Trimetazidine hydrochloride,Vastarel,outros,outros
5388,C01EB,Trimetazidine hydrochloride,Vastarel MR,outros,outros
5389,C01EB,Trimetazidine hydrochloride,Vastarel lp,outros,outros
5390,C01EB,Trimetazidine hydrochloride,Vastarel mr,outros,outros
5391,C01EB,Trimetazidine hydrochloride,Vastarel xr,outros,outros
5392,C01EB,Trimetazidine hydrochloride,Vazidin mr,outros,outros
5393,C01EB,Ubidecarenona,Coenzima q-10,outros,outros
5394,C01EB,Ubidecarenona,Coenzym Q-10,outros,outros
5395,C01EB,Ubidecarenona,Coenzyme,outros,outros
5396,C01EB,Ubidecarenone,Coenzima q-10,outros,outros
5397,C01EB,Ubidecarenone,Q-10 co-enzyme,outros,outros
5398,C01EB,Ubidecarenone,Q10,outros,outros
5399,C01EB_x000D_|D10AX_x000D_|D11AH_x000D_|G02CC_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX,Ibuprofen,Ibuprofen,outros,outros
5400,C01EB_x000D_|D10AX_x000D_|D11AH_x000D_|G02CC_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX,Ibuprofen,Ibuprofeno,outros,outros
5401,C01EB_x000D_|L01CD,Paclitaxel,Paclitaxel,outros,outros
5402,C01EB_x000D_|L01CD,Paclitaxel,Taxol,outros,outros
5403,C01EB_x000D_|L01EG_x000D_|L04AH_x000D_|S01XA,Sirolimo,Sirolimus,outros,outros
5404,C01EB_x000D_|L03AX_x000D_|N07BB_x000D_|N07BC_x000D_|V03AX,Nadide,Nicotinamide adenine dinucleotide,outros,outros
5405,C01EB_x000D_|L04AX_x000D_|M04AC,Colchicine,Colchicine,outros,outros
5406,C01EB_x000D_|M01AB,Indometacin sodium,Indocid,outros,outros
5407,C01EB_x000D_|M01AB_x000D_|M02AA_x000D_|S01BC,Indometacin,Indocid,outros,outros
5408,C01EB_x000D_|M01AB_x000D_|M02AA_x000D_|S01BC,Indometacin,Indometacina,outros,outros
5409,C01EB_x000D_|N07CA,Trimetazidine,Trimetazidina,outros,outros
5410,C01EB_x000D_|N07CA,Trimetazidine,Trimetazidine,outros,outros
5411,C01EB_x000D_|N07XX,Tafamidis,Tafamidis,outros,outros
5412,C01EB_x000D_|N07XX,Tafamidis meglumina,Tafamidis meglumine,outros,outros
5413,C01EB_x000D_|N07XX,Tafamidis meglumina,Vyndaqel,outros,outros
5414,C01EB_x000D_|V90,Annona muricata,Graviola,outros,outros
5415,C01EB|D08AX|R01AX|V03AB|V03AZ|V07AV,Ethanol,Alcohol,outros,outros
5416,C01EB|D10AX|D11AH|G02CC|M01AE|M02AA|R02AX,Ibuprofen,Ibuprofen,outros,outros
5417,C01EB|D10AX|D11AH|G02CC|M01AE|M02AA|R02AX,Ibuprofen,Ibuprofene,outros,outros
5418,C01EB|D10AX|D11AH|G02CC|M01AE|M02AA|R02AX,Ibuprofen,Ibuprofeno,outros,outros
5419,C01EB|G02CC|M01AE|M02AA,Ibuprofen arginine,Ibuprofen arginine,outros,outros
5420,C01EB|L01CD,Paclitaxel,Paclitaxel,outros,outros
5421,C01EB|L01CD,Paclitaxel,Paclitaxelum,outros,outros
5422,C01EB|L01CD,Paclitaxel,Taxol,outros,outros
5423,C01EB|L01EG|L04AA|S01XA,Sirolimus,Sirolimus,outros,outros
5424,C01EB|L01EG|L04AH|S01XA,Sirolimo,Sirolimus,outros,outros
5425,C01EB|M01AB,Indometacin sodium,Indocid,outros,outros
5426,C01EB|M01AB|M02AA|S01BC,Indometacin,Indocid,outros,outros
5427,C01EB|M01AB|M02AA|S01BC,Indometacin,Indometacina,outros,outros
5428,C01EB|M01AB|M02AA|S01BC,Indometacin,Indomethacin,outros,outros
5429,C01EB|N07CA,Trimetazidine,Trimetazidina,outros,outros
5430,C01EB|N07CA,Trimetazidine,Trimetazidine,outros,outros
5431,C01EB|N07CA,Trimetazidine hydrochloride,Trimetazidine dihydrochloride,outros,outros
5432,C01EB|N07XX,Tafamidis,Tafamidis,outros,outros
5433,C01EB|N07XX,Tafamidis meglumina,Vyndaqel,outros,outros
5434,C01EB|N07XX,Tafamidis meglumine,Tafamidis meglumine,outros,outros
5435,C01EB|N07XX,Tafamidis meglumine,Vyndaqel,outros,outros
5436,C01EB|S01XA|V03AX,Adenosine,Adenosin,outros,outros
5437,C01EB|S01XA|V03AX,Adenosine,Adenosine,outros,outros
5438,C01EB|V90,Crataegus spp.|Leonurus spp.|Mentha x piperita|Valeriana officinalis,Cardioviol,outros,outros
5439,C01EX,Acetato de tocoferol_x000D_|Ubidecarenona,Coenzyme q10,outros,outros
5440,C01EX,Convallaria majalis_x000D_|Crataegus laevigata_x000D_|Proxifilina,Omega,outros,outros
5441,C01EX,Convallaria majalis|Crataegus laevigata|Proxyphylline,Omega,outros,outros
5442,C01EX,Tocopherol_x000D_|Ubidecarenona_x000D_|Zinco,Coenzyme Q10+,outros,outros
5443,C01EX,Tocopherol|Ubidecarenone,Coenzym q10 + vitamin e,outros,outros
5444,C01EX,Ubidecarenona_x000D_|Vitamina e,Co Enzima Q10,outros,outros
5445,C01EX,Ubidecarenone|Vitamin e nos,Co Enzima Q10,outros,outros
5446,C01E|N|V90,Crataegus laevigata|Passiflora incarnata|Salix alba,Pasalix,outros,outros
5447,C02AB,Methyldopa,Aldomet,outros,outros
5448,C02AB,Methyldopa,Aldometil,outros,outros
5449,C02AB,Methyldopa,Alfametildopa,outros,outros
5450,C02AB,Methyldopa,Dopamin,outros,outros
5451,C02AB,Methyldopa,Methyldopa,outros,outros
5452,C02AB,Methyldopa,Metildopa,outros,outros
5453,C02AB,Methyldopa,Metildopa ethical,outros,outros
5454,C02AB,Methyldopa,Metyldopa,outros,outros
5455,C02AB,Methyldopa hydrochloride,Aldomet,outros,outros
5456,C02AB,Methyldopate hydrochloride,Aldomet,outros,outros
5457,C02AC,Clonidine,Clonidine teva,outros,outros
5458,C02AC,Clonidine hydrochloride,Catapresan,outros,outros
5459,C02AC,Clonidine hydrochloride,Clonidin,outros,outros
5460,C02AC,Clonidine hydrochloride,Clonidina,outros,outros
5461,C02AC,Clonidine hydrochloride,Clonidina cloridrato bioindustria l.i.m.,outros,outros
5462,C02AC,Cloridrato de clonidina,Clonidina,outros,outros
5463,C02AC,Rilmenidine phosphate,Hyperium,outros,outros
5464,C02AC_x000D_|G02CX_x000D_|N02BG_x000D_|N02CX_x000D_|N06BA_x000D_|N07BB_x000D_|N07BC_x000D_|S01EA,Clonidine,Clonidina,outros,outros
5465,C02AC_x000D_|G02CX_x000D_|N02BG_x000D_|N02CX_x000D_|N06BA_x000D_|N07BB_x000D_|N07BC_x000D_|S01EA,Clonidine,Clonidine,outros,outros
5466,C02AC_x000D_|G02CX_x000D_|N02BG_x000D_|N02CX_x000D_|N06BA_x000D_|N07BC_x000D_|S01EA,Clonidine,Clonidina,outros,outros
5467,C02AC_x000D_|G02CX_x000D_|N02BG_x000D_|N02CX_x000D_|N06BA_x000D_|N07BC_x000D_|S01EA,Clonidine,Clonidine,outros,outros
5468,C02AC_x000D_|G02CX_x000D_|N02BG_x000D_|N02CX_x000D_|N06BA_x000D_|N07BC_x000D_|S01EA,Cloridrato de clonidina,Clonidine hydrochloride,outros,outros
5469,C02AC_x000D_|N02BG,Cloridrato de clonidina,Clonidin,outros,outros
5470,C02AC_x000D_|N02CX_x000D_|N06BA_x000D_|S01EA,Cloridrato de clonidina,Clonidine,outros,outros
5471,C02AC_x000D_|N02CX_x000D_|S01EA,Cloridrato de clonidina,Atensina,outros,outros
5472,C02AC|G02CX|N02BG|N02CX|N06BA|N07BB|N07BC|S01EA,Clonidine,Clonidina,outros,outros
5473,C02AC|G02CX|N02BG|N02CX|N06BA|N07BB|N07BC|S01EA,Clonidine,Clonidine,outros,outros
5474,C02AC|G02CX|N02BG|N02CX|N06BA|N07BB|N07BC|S01EA,Cloridrato de clonidina,Clonidine hydrochloride,outros,outros
5475,C02AC|G02CX|N02BG|N02CX|N06BA|N07BC|S01EA,Clonidine,Clonidina,outros,outros
5476,C02AC|G02CX|N02BG|N02CX|N06BA|N07BC|S01EA,Clonidine,Clonidine,outros,outros
5477,C02AC|G02CX|N02BG|N02CX|N06BA|N07BC|S01EA,Clonidine hydrochloride,Clonidine hcl,outros,outros
5478,C02AC|G02CX|N02BG|N02CX|N06BA|N07BC|S01EA,Clonidine hydrochloride,Clonidine hydrochloride,outros,outros
5479,C02AC|N02BG,Clonidine hydrochloride,Clonidin,outros,outros
5480,C02AC|N02BG,Cloridrato de clonidina,Clonidin,outros,outros
5481,C02AC|N02CX|N06BA|S01EA,Clonidine hydrochloride,Clonidine,outros,outros
5482,C02AC|N02CX|S01EA,Clonidine hydrochloride,Atensina,outros,outros
5483,C02AC|N02CX|S01EA,Clonidine hydrochloride,Catapressan,outros,outros
5484,C02AC|N02CX|S01EA,Cloridrato de clonidina,Atensina,outros,outros
5485,C02CA,Doxazosin,Doxazin,outros,outros
5486,C02CA,Doxazosin mesilate,Doxaprost,outros,outros
5487,C02CA,Doxazosin mesilate,Doxazocin,outros,outros
5488,C02CA,Doxazosin mesilate,Doxazosina,outros,outros
5489,C02CA,Doxazosin mesilate,Doxazosine,outros,outros
5490,C02CA,Doxazosin mesilate,Doxuran,outros,outros
5491,C02CA,Doxazosin mesilate,Duomo,outros,outros
5492,C02CA,Doxazosin mesilate,Euprostatin,outros,outros
5493,C02CA,Doxazosin mesilate,Mesidox,outros,outros
5494,C02CA,Doxazosin mesilate,Unoprost,outros,outros
5495,C02CA,Mesilato de doxazosina,Carduran,outros,outros
5496,C02CA,Mesilato de doxazosina,Carduran xl,outros,outros
5497,C02CA,Mesilato de doxazosina,Doxacin,outros,outros
5498,C02CA,Mesilato de doxazosina,Doxaprost,outros,outros
5499,C02CA,Mesilato de doxazosina,Doxazosina,outros,outros
5500,C02CA,Mesilato de doxazosina,Doxazosine merck,outros,outros
5501,C02CA,Mesilato de doxazosina,Doxuran,outros,outros
5502,C02CA,Mesilato de doxazosina,Duomo,outros,outros
5503,C02CA,Mesilato de doxazosina,Euprostatin,outros,outros
5504,C02CA,Mesilato de doxazosina,Mesidox,outros,outros
5505,C02CA,Mesilato de doxazosina,Prostatic,outros,outros
5506,C02CA,Prazosin hydrochloride,Flaboido,outros,outros
5507,C02CA_x000D_|G04CA,Doxazosin,Doxazosin,outros,outros
5508,C02CA_x000D_|G04CA,Doxazosin,Doxazosina,outros,outros
5509,C02CA_x000D_|G04CA,Mesilato de doxazosina,Doxazosin,outros,outros
5510,C02CA_x000D_|G04CA,Mesilato de doxazosina,Doxazosin mesilate,outros,outros
5511,C02CA_x000D_|G04CA,Mesilato de doxazosina,Doxazosin mesylate,outros,outros
